customer_id,age,gender,country,annual_income,spending_score,num_purchases,avg_purchase_value,membership_years,website_visits_per_month,cart_abandon_rate,churned,feedback_text,last_purchase_date,total_spend,customer_value,engagement_score,recency_days,monthly_spend,customer_type
8194,47,1,1,90505,25,26,52.0,10,29,0.75,0,Good quality and value for money.,2025-06-12,1352.0,13520.0,20.374999999999996,292,11.173553719008265,0
8195,27,0,0,84777,89,29,61.5,8,9,0.42,0,The website is easy to use.,2025-08-09,1783.5,14268.0,6.474,234,18.38659793814433,2
8196,56,0,8,48788,5,15,33.58,5,29,0.19,0,Love the products and fast shipping.,2025-09-17,503.7,2518.5,20.542999999999996,195,8.257377049180327,0
8197,34,1,4,81717,66,26,42.77,8,7,0.37,0,"Great experience, will shop again!",2025-06-21,1112.02,8896.16,5.0889999999999995,283,11.464123711340205,1
8198,60,1,7,28050,41,20,34.34,7,2,0.82,0,Excellent customer service.,2025-10-08,686.8000000000001,4807.6,1.454,174,8.08,1
8199,30,1,9,137160,90,19,60.86,1,11,0.55,0,Good quality and value for money.,2025-09-17,1156.34,1156.34,7.834999999999999,195,88.94923076923077,2
8200,21,1,0,103882,11,12,44.44,3,12,0.52,1,Customer service was unhelpful.,2024-11-29,533.28,1599.84,8.543999999999999,487,14.412972972972971,0
8201,42,0,9,136981,26,28,56.26,9,30,0.94,0,Good quality and value for money.,2025-07-22,1575.28,14177.52,21.018,252,14.45211009174312,0
8202,44,0,9,48155,36,16,46.62,4,30,0.65,0,Good quality and value for money.,2025-08-07,745.92,2983.68,21.105,236,15.222857142857142,0
8203,33,1,5,30420,71,28,42.18,9,12,0.32,0,Good quality and value for money.,2025-09-28,1181.04,10629.36,8.604,184,10.835229357798164,2
8204,47,1,9,65678,60,13,46.56,2,25,0.01,0,The website is easy to use.,2025-06-22,605.28,1210.56,17.797,282,24.211199999999998,1
8205,47,1,0,131736,42,22,56.98,5,27,0.96,0,Good quality and value for money.,2025-05-09,1253.56,6267.799999999999,18.912,326,20.55016393442623,1
8206,31,0,1,57684,43,24,33.18,9,27,0.77,0,Love the products and fast shipping.,2025-05-14,796.3199999999999,7166.879999999999,18.968999999999998,321,7.305688073394495,1
8207,48,0,4,115714,71,27,54.9,7,3,0.16,0,Excellent customer service.,2025-05-04,1482.3,10376.1,2.3519999999999994,331,17.438823529411764,2
8208,48,1,8,64214,28,27,43.83,10,26,0.91,1,The product did not match the description.,2024-09-23,1183.4099999999999,11834.099999999999,18.227,554,9.780247933884297,0
8209,31,1,1,31329,44,14,36.71,4,21,0.28,0,"Great experience, will shop again!",2025-09-21,513.94,2055.76,14.915999999999999,191,10.48857142857143,1
8210,18,0,4,112709,60,14,48.36,0,30,0.6,0,"Great experience, will shop again!",2025-07-17,677.04,0.0,21.12,257,677.04,1
8211,63,1,4,97903,58,10,45.62,0,11,0.98,1,Customer service was unhelpful.,2024-10-03,456.2,0.0,7.7059999999999995,544,456.2,1
8212,69,1,6,79375,83,18,55.85,3,18,0.04,0,The website is easy to use.,2025-10-07,1005.3000000000001,3015.9,12.888,175,27.170270270270272,2
8213,36,1,8,62237,34,36,44.78,15,16,0.99,0,Love the products and fast shipping.,2025-05-28,1612.08,24181.199999999997,11.203,307,8.906519337016574,0
8214,34,1,7,46413,31,34,33.71,15,30,0.15,0,The website is easy to use.,2025-10-18,1146.14,17192.100000000002,21.255,164,6.332265193370167,0
8215,47,1,1,64440,9,13,44.36,5,29,0.46,0,Excellent customer service.,2025-05-03,576.68,2883.3999999999996,20.461999999999996,332,9.453770491803278,0
8216,58,1,9,123416,97,27,63.63,6,5,0.68,0,The website is easy to use.,2025-09-17,1718.01,10308.06,3.596,195,23.534383561643835,2
8217,67,0,8,173604,77,39,66.09,11,3,0.18,0,"Great experience, will shop again!",2025-08-13,2577.51,28352.61,2.3459999999999996,230,19.379774436090226,2
8218,22,0,0,149130,28,20,57.55,4,11,0.27,1,I will not be shopping here again.,2023-12-11,1151.0,4604.0,7.919,841,23.489795918367346,0
8219,28,0,3,40907,73,25,36.24,8,11,0.98,0,Excellent customer service.,2025-07-24,906.0,7248.0,7.7059999999999995,250,9.34020618556701,2
8220,69,1,7,27540,12,6,35.52,2,10,0.23,0,Very satisfied with my purchase.,2025-10-18,213.12,426.24,7.231,164,8.5248,0
8221,24,1,8,116957,97,15,53.71,0,15,0.13,0,Very satisfied with my purchase.,2025-09-02,805.65,0.0,10.761,210,805.65,2
8222,25,1,2,97075,57,18,53.79,4,28,0.38,0,Love the products and fast shipping.,2025-08-27,968.22,3872.88,19.785999999999998,216,19.759591836734696,1
8223,57,1,8,143865,30,12,48.98,0,4,0.41,1,I will not be shopping here again.,2024-05-04,587.76,0.0,2.977,696,587.76,0
8224,37,1,5,53788,67,13,34.44,1,26,0.97,1,"Poor quality, item broke after a week.",2024-08-28,447.71999999999997,447.71999999999997,18.209,580,34.44,1
8225,62,1,0,98685,65,14,59.11,2,22,0.32,0,Very satisfied with my purchase.,2025-07-13,827.54,1655.08,15.604,261,33.1016,1
8226,38,1,5,26460,34,21,33.44,7,17,0.93,1,Difficult to navigate the website.,2025-01-21,702.24,4915.68,11.921,434,8.26164705882353,0
8227,43,0,3,37070,95,23,46.09,5,27,0.26,0,The website is easy to use.,2025-07-18,1060.0700000000002,5300.35,19.122,256,17.37819672131148,2
8228,29,1,1,70719,65,21,48.72,5,24,0.79,0,The website is easy to use.,2025-10-17,1023.12,5115.6,16.862999999999996,165,16.772459016393444,1
8229,61,1,0,75409,70,39,40.82,14,22,0.74,0,Excellent customer service.,2025-08-13,1591.98,22287.72,15.477999999999998,230,9.42,1
8230,39,0,9,67763,29,17,41.74,5,26,0.7,0,"Great experience, will shop again!",2025-07-28,709.58,3547.9,18.29,246,11.632459016393444,0
8231,56,0,1,35223,10,9,21.77,2,10,0.48,0,Love the products and fast shipping.,2025-05-05,195.93,391.86,7.156,330,7.8372,0
8232,68,0,9,154496,15,25,56.86,7,3,0.5,0,Excellent customer service.,2025-06-05,1421.5,9950.5,2.2499999999999996,299,16.723529411764705,0
8233,22,0,5,27216,55,10,37.69,2,8,0.92,0,Excellent customer service.,2025-07-27,376.9,753.8,5.624,247,15.075999999999999,1
8234,57,0,8,125815,73,37,59.28,11,19,0.66,0,The website is easy to use.,2025-05-02,2193.36,24126.960000000003,13.402,333,16.49142857142857,2
8235,35,0,5,74068,2,11,43.18,4,6,0.01,0,"Great experience, will shop again!",2025-05-31,474.98,1899.92,4.496999999999999,304,9.693469387755103,0
8236,70,1,9,93172,33,10,53.64,0,28,0.2,0,The website is easy to use.,2025-07-30,536.4,0.0,19.839999999999996,244,536.4,0
8237,20,1,1,73910,7,6,39.4,1,20,0.43,0,Excellent customer service.,2025-05-16,236.39999999999998,236.39999999999998,14.171,319,18.184615384615384,0
8238,38,1,3,39195,71,37,51.68,13,17,0.36,0,Love the products and fast shipping.,2025-06-09,1912.16,24858.08,12.091999999999999,295,12.179363057324842,2
8239,20,1,9,129644,54,15,54.75,1,5,0.83,1,"Poor quality, item broke after a week.",2025-03-06,821.25,821.25,3.551,390,63.17307692307692,1
8240,20,1,1,76478,86,13,45.59,0,15,0.33,0,"Great experience, will shop again!",2025-09-13,592.6700000000001,0.0,10.701,199,592.6700000000001,2
8241,42,1,8,52688,95,11,47.46,0,26,0.74,0,Love the products and fast shipping.,2025-08-04,522.0600000000001,0.0,18.278,239,522.0600000000001,2
8242,30,0,9,110266,21,14,46.61,3,17,0.73,0,The website is easy to use.,2025-10-05,652.54,1957.62,11.980999999999998,177,17.636216216216216,0
8243,31,1,7,66398,70,33,46.56,11,8,0.13,0,Good quality and value for money.,2025-10-23,1536.48,16901.28,5.861,159,11.552481203007519,1
8244,65,0,7,50422,74,11,50.45,1,7,0.62,0,Love the products and fast shipping.,2025-08-06,554.95,554.95,5.013999999999999,237,42.68846153846154,2
8245,34,1,3,32965,97,23,37.03,6,20,0.09,0,"Great experience, will shop again!",2025-05-25,851.69,5110.14,14.273,310,11.666986301369864,2
8246,57,1,4,160522,50,42,69.62,15,4,0.46,0,Very satisfied with my purchase.,2025-06-07,2924.04,43860.6,2.9619999999999997,297,16.154917127071823,1
8247,56,0,2,149220,1,30,52.75,11,3,0.67,1,The product did not match the description.,2024-03-21,1582.5,17407.5,2.199,740,11.898496240601503,0
8248,33,0,1,39944,86,31,51.14,9,25,0.55,0,The website is easy to use.,2025-08-30,1585.34,14268.06,17.635,213,14.54440366972477,2
8249,68,1,2,50475,56,22,32.13,7,20,0.39,0,Love the products and fast shipping.,2025-09-02,706.86,4948.02,14.183,210,8.316,1
8250,69,1,0,160909,97,23,66.25,2,19,0.51,0,Good quality and value for money.,2025-09-09,1523.75,3047.5,13.447,203,60.95,2
8251,30,0,2,111694,93,31,61.56,8,25,0.77,0,Excellent customer service.,2025-06-21,1908.3600000000001,15266.880000000001,17.569,283,19.67381443298969,2
8252,38,0,1,68672,81,18,55.19,4,16,0.41,0,Excellent customer service.,2025-09-10,993.42,3973.68,11.376999999999999,202,20.27387755102041,2
8253,41,1,2,58028,71,21,48.67,5,12,0.65,0,Good quality and value for money.,2025-10-19,1022.07,5110.35,8.504999999999999,163,16.755245901639345,2
8254,70,0,5,93870,72,16,58.84,1,17,0.86,0,Love the products and fast shipping.,2025-05-31,941.44,941.44,11.941999999999998,304,72.41846153846154,2
8255,63,1,9,139958,30,19,61.36,4,9,0.12,0,The website is easy to use.,2025-09-20,1165.84,4663.36,6.564,192,23.792653061224488,0
8256,22,1,2,118660,52,16,48.12,2,21,0.9,0,Very satisfied with my purchase.,2025-08-26,769.92,1539.84,14.729999999999999,217,30.796799999999998,1
8257,59,1,4,122224,53,17,52.08,2,29,0.68,0,The website is easy to use.,2025-10-14,885.36,1770.72,20.395999999999997,168,35.4144,1
8258,57,1,9,142864,54,36,57.87,11,4,0.76,1,Difficult to navigate the website.,2025-03-21,2083.3199999999997,22916.519999999997,2.872,375,15.664060150375938,1
8259,56,0,4,69577,18,8,38.77,2,4,0.1,0,The website is easy to use.,2025-07-07,310.16,620.32,3.07,267,12.406400000000001,0
8260,52,0,3,33505,8,23,20.11,10,19,0.65,0,Very satisfied with my purchase.,2025-10-06,462.53,4625.299999999999,13.405,176,3.8225619834710742,0
8261,29,1,3,27145,84,15,47.6,2,9,0.86,0,The website is easy to use.,2025-06-22,714.0,1428.0,6.342,282,28.56,2
8262,50,1,9,159382,39,31,65.19,9,2,0.79,1,The product did not match the description.,2024-03-15,2020.8899999999999,18188.01,1.4629999999999999,746,18.540275229357796,0
8263,18,1,9,55018,44,8,43.73,0,5,0.16,0,Very satisfied with my purchase.,2025-05-13,349.84,0.0,3.752,322,349.84,1
8264,18,0,2,63435,93,12,43.67,0,19,0.69,0,Good quality and value for money.,2025-10-05,524.04,0.0,13.392999999999999,177,524.04,2
8265,34,0,6,127090,68,44,51.75,14,14,0.6,0,The website is easy to use.,2025-07-14,2277.0,31878.0,9.919999999999998,260,13.47337278106509,1
8266,50,0,3,49492,79,12,43.65,0,9,0.07,0,The website is easy to use.,2025-05-27,523.8,0.0,6.579,308,523.8,2
8267,69,1,5,33631,22,33,32.26,15,24,0.73,0,Very satisfied with my purchase.,2025-07-22,1064.58,15968.699999999999,16.880999999999997,252,5.881657458563535,0
8268,44,0,8,123625,26,12,57.71,1,19,0.05,0,Excellent customer service.,2025-07-18,692.52,692.52,13.584999999999999,256,53.27076923076923,0
8269,22,1,9,48557,98,15,42.3,1,2,0.27,0,Love the products and fast shipping.,2025-08-05,634.5,634.5,1.619,238,48.80769230769231,2
8270,70,1,3,45975,52,30,41.74,11,25,0.4,0,The website is easy to use.,2025-06-20,1252.2,13774.2,17.68,284,9.415037593984962,1
8271,43,0,2,71190,14,7,27.87,1,30,0.69,0,Very satisfied with my purchase.,2025-08-01,195.09,195.09,21.093,242,15.006923076923076,0
8272,36,0,9,87659,58,33,51.88,11,19,0.98,0,Excellent customer service.,2025-07-02,1712.0400000000002,18832.440000000002,13.306,272,12.87248120300752,1
8273,40,0,1,74229,52,24,45.76,7,20,0.94,1,Customer service was unhelpful.,2025-01-07,1098.24,7687.68,14.018,448,12.920470588235295,1
8274,59,0,7,76930,44,17,40.52,5,24,0.73,0,"Great experience, will shop again!",2025-10-09,688.84,3444.2000000000003,16.880999999999997,173,11.292459016393444,1
8275,20,0,6,135375,78,19,64.69,1,14,0.79,0,Very satisfied with my purchase.,2025-08-08,1229.11,1229.11,9.863,235,94.54692307692306,2
8276,21,0,9,76181,73,10,56.68,0,4,0.45,0,Very satisfied with my purchase.,2025-06-29,566.8,0.0,2.965,275,566.8,2
8277,29,0,9,40485,74,20,38.05,6,23,0.25,0,The website is easy to use.,2025-06-27,761.0,4566.0,16.325,277,10.424657534246576,2
8278,33,1,5,55083,93,37,58.59,12,11,0.16,0,Very satisfied with my purchase.,2025-08-20,2167.83,26013.96,7.951999999999999,223,14.95055172413793,2
8279,70,1,9,159180,45,15,66.66,0,15,0.63,1,Difficult to navigate the website.,2024-10-05,999.9,0.0,10.611,542,999.9,1
8280,25,1,3,68610,93,17,50.2,2,28,0.53,0,"Great experience, will shop again!",2025-07-15,853.4000000000001,1706.8000000000002,19.740999999999996,259,34.136,2
8281,59,1,2,134304,87,18,67.53,1,17,0.37,0,Good quality and value for money.,2025-07-19,1215.54,1215.54,12.088999999999999,255,93.50307692307692,2
8282,38,0,9,70493,64,11,53.08,1,30,0.31,0,Very satisfied with my purchase.,2025-06-10,583.88,583.88,21.207,294,44.91384615384615,1
8283,48,0,9,154788,67,30,64.05,7,26,0.15,0,"Great experience, will shop again!",2025-07-23,1921.5,13450.5,18.455,251,22.605882352941176,1
8284,34,1,2,42575,52,25,47.46,8,30,0.16,0,Very satisfied with my purchase.,2025-05-24,1186.5,9492.0,21.252,311,12.231958762886597,1
8285,40,1,9,70410,96,30,58.17,9,28,0.7,0,Excellent customer service.,2025-07-30,1745.1000000000001,15705.900000000001,19.689999999999998,244,16.01009174311927,2
8286,67,1,9,110184,78,40,49.5,13,24,0.83,0,Love the products and fast shipping.,2025-05-02,1980.0,25740.0,16.850999999999996,333,12.611464968152866,2
8287,33,1,9,62471,57,11,34.3,0,25,0.92,0,"Great experience, will shop again!",2025-08-20,377.29999999999995,0.0,17.524,223,377.29999999999995,1
8288,47,1,5,68059,22,37,32.23,15,23,0.18,0,Good quality and value for money.,2025-07-04,1192.51,17887.65,16.345999999999997,270,6.588453038674033,0
8289,57,1,2,78735,63,32,52.75,11,4,0.84,0,The website is easy to use.,2025-07-12,1688.0,18568.0,2.848,262,12.691729323308271,1
8290,64,1,9,116593,29,34,48.14,13,7,0.07,1,I will not be shopping here again.,2025-04-02,1636.76,21277.88,5.178999999999999,363,10.425222929936306,0
8291,39,1,9,56513,37,34,42.14,13,19,0.28,0,Good quality and value for money.,2025-05-30,1432.76,18625.88,13.515999999999998,305,9.125859872611464,0
8292,21,1,9,81016,68,10,43.1,0,16,0.83,1,Difficult to navigate the website.,2024-12-10,431.0,0.0,11.251,476,431.0,1
8293,65,0,2,166305,45,44,54.19,15,8,0.37,0,Good quality and value for money.,2025-08-02,2384.3599999999997,35765.399999999994,5.789,241,13.173259668508285,1
8294,41,1,9,91724,56,16,43.59,3,21,0.57,0,Very satisfied with my purchase.,2025-05-04,697.44,2092.32,14.828999999999999,331,18.84972972972973,1
8295,46,1,9,175374,55,39,74.16,13,22,0.73,0,Love the products and fast shipping.,2025-07-28,2892.24,37599.119999999995,15.480999999999998,246,18.421910828025478,1
8296,56,0,4,90790,69,43,44.97,15,12,0.99,0,Excellent customer service.,2025-07-12,1933.71,29005.65,8.402999999999999,262,10.683480662983426,1
8297,18,0,0,135369,38,13,57.88,0,4,0.11,0,The website is easy to use.,2025-07-15,752.44,0.0,3.0669999999999997,259,752.44,0
8298,53,1,5,33444,20,20,25.49,8,15,0.61,0,"Great experience, will shop again!",2025-06-05,509.79999999999995,4078.3999999999996,10.617,299,5.255670103092783,0
8299,55,0,5,72199,43,24,39.21,7,2,0.55,0,Good quality and value for money.,2025-10-02,941.04,6587.28,1.535,180,11.07105882352941,1
8300,24,0,9,148137,17,18,48.78,4,20,0.83,1,Shipping was too slow.,2024-11-12,878.04,3512.16,14.051,504,17.919183673469387,0
8301,48,0,2,99303,72,30,59.68,8,2,0.02,0,Very satisfied with my purchase.,2025-08-14,1790.4,14323.2,1.694,229,18.45773195876289,2
8302,58,1,4,106098,27,36,48.69,14,20,0.49,0,Good quality and value for money.,2025-09-24,1752.84,24539.76,14.153,188,10.371834319526627,0
8303,40,1,1,67227,3,20,37.93,8,6,0.08,0,Good quality and value for money.,2025-07-26,758.6,6068.8,4.475999999999999,248,7.820618556701032,0
8304,27,0,0,86141,95,16,48.93,0,6,0.25,0,"Great experience, will shop again!",2025-05-30,782.88,0.0,4.424999999999999,305,782.88,2
8305,21,1,1,55226,58,9,40.26,0,18,0.17,0,Good quality and value for money.,2025-07-30,362.34,0.0,12.849,244,362.34,1
8306,18,1,1,24577,34,5,26.11,0,18,0.69,0,The website is easy to use.,2025-06-25,130.55,0.0,12.693,279,130.55,0
8307,27,0,4,64465,95,13,50.99,1,18,0.43,0,Excellent customer service.,2025-08-30,662.87,662.87,12.770999999999999,213,50.99,2
8308,70,0,8,135596,32,11,54.6,0,26,0.66,0,"Great experience, will shop again!",2025-07-23,600.6,0.0,18.302,251,600.6,0
8309,68,1,9,89614,26,20,50.36,7,23,0.55,0,Love the products and fast shipping.,2025-09-29,1007.2,7050.400000000001,16.235,183,11.849411764705883,0
8310,19,1,3,48567,84,13,53.67,0,21,0.88,1,Difficult to navigate the website.,2024-11-06,697.71,0.0,14.735999999999999,510,697.71,2
8311,62,1,3,27120,59,14,46.19,3,25,0.31,0,Excellent customer service.,2025-07-24,646.66,1939.98,17.707,250,17.477297297297298,1
8312,58,0,8,86462,35,11,49.11,1,8,0.7,0,The website is easy to use.,2025-09-25,540.21,540.21,5.6899999999999995,187,41.55461538461539,0
8313,39,0,0,114261,69,17,50.06,3,29,0.69,0,The website is easy to use.,2025-07-31,851.02,2553.06,20.392999999999997,243,23.00054054054054,1
8314,32,0,1,47423,80,27,53.73,9,29,0.59,0,The website is easy to use.,2025-10-21,1450.7099999999998,13056.389999999998,20.423,161,13.30926605504587,2
8315,61,1,4,88166,67,41,43.1,15,10,0.07,0,Good quality and value for money.,2025-06-05,1767.1000000000001,26506.500000000004,7.279,299,9.762983425414365,1
8316,69,0,3,40861,49,13,41.46,3,18,0.92,0,Love the products and fast shipping.,2025-08-02,538.98,1616.94,12.623999999999999,241,14.567027027027027,1
8317,51,1,9,146580,35,14,64.48,2,29,0.41,0,Love the products and fast shipping.,2025-09-12,902.72,1805.44,20.476999999999997,200,36.1088,0
8318,36,1,1,23675,70,14,40.17,3,28,0.62,0,Excellent customer service.,2025-06-05,562.38,1687.1399999999999,19.714,299,15.19945945945946,1
8319,38,1,3,72623,32,29,49.56,10,3,0.39,0,The website is easy to use.,2025-07-02,1437.24,14372.4,2.2829999999999995,272,11.87801652892562,0
8320,68,1,9,53508,99,33,59.0,9,29,0.92,0,Very satisfied with my purchase.,2025-08-03,1947.0,17523.0,20.323999999999998,240,17.862385321100916,2
8321,67,0,3,86239,91,37,46.99,12,14,0.34,0,"Great experience, will shop again!",2025-07-21,1738.63,20863.56,9.998,253,11.990551724137932,2
8322,40,1,0,63141,69,20,53.89,4,11,0.94,0,Very satisfied with my purchase.,2025-07-07,1077.8,4311.2,7.717999999999999,267,21.99591836734694,1
8323,31,0,9,146399,91,32,65.75,7,23,0.24,0,Very satisfied with my purchase.,2025-07-30,2104.0,14728.0,16.328,244,24.75294117647059,2
8324,59,0,9,130474,85,31,69.07,8,22,0.9,0,The website is easy to use.,2025-07-08,2141.1699999999996,17129.359999999997,15.429999999999998,266,22.073917525773194,2
8325,27,1,2,122205,84,26,61.01,6,9,0.94,0,Good quality and value for money.,2025-07-24,1586.26,9517.56,6.318,250,21.729589041095892,2
8326,61,0,5,87769,60,12,48.15,0,15,0.17,1,Difficult to navigate the website.,2024-09-11,577.8,0.0,10.749,566,577.8,1
8327,50,0,8,119719,56,25,61.06,7,5,0.93,0,The website is easy to use.,2025-10-13,1526.5,10685.5,3.521,169,17.958823529411763,1
8328,18,0,3,21033,25,3,21.6,0,6,0.18,1,The product did not match the description.,2023-12-06,64.80000000000001,0.0,4.446,846,64.80000000000001,0
8329,25,1,9,88475,36,21,40.34,6,4,0.79,0,Very satisfied with my purchase.,2025-10-10,847.1400000000001,5082.84,2.863,172,11.604657534246577,0
8330,65,0,4,73276,36,22,51.37,8,27,0.5,0,Excellent customer service.,2025-06-28,1130.1399999999999,9041.119999999999,19.049999999999997,276,11.650927835051546,0
8331,26,0,2,72178,33,15,41.32,3,13,0.86,0,Very satisfied with my purchase.,2025-08-29,619.8,1859.3999999999999,9.142,214,16.75135135135135,0
8332,42,0,4,63627,67,41,36.54,15,9,0.37,0,"Great experience, will shop again!",2025-06-16,1498.1399999999999,22472.1,6.489,288,8.277016574585634,1
8333,31,1,2,81655,84,34,58.07,11,4,0.7,0,The website is easy to use.,2025-08-30,1974.38,21718.18,2.8899999999999997,213,14.84496240601504,2
8334,39,0,5,20028,62,15,34.27,3,1,0.97,1,Customer service was unhelpful.,2023-12-02,514.0500000000001,1542.15,0.709,850,13.893243243243244,1
8335,68,1,9,48106,24,23,32.94,8,17,0.18,0,The website is easy to use.,2025-06-12,757.6199999999999,6060.959999999999,12.145999999999999,292,7.8105154639175245,0
8336,66,0,6,154101,76,38,60.73,10,24,0.7,0,Love the products and fast shipping.,2025-06-14,2307.74,23077.399999999998,16.889999999999997,290,19.072231404958675,2
8337,18,0,9,122918,37,11,43.59,0,21,0.91,0,The website is easy to use.,2025-10-16,479.49,0.0,14.726999999999999,166,479.49,0
8338,49,1,0,63649,19,30,27.03,12,22,0.07,0,"Great experience, will shop again!",2025-08-26,810.9000000000001,9730.800000000001,15.678999999999998,217,5.592413793103449,0
8339,46,1,2,134358,12,31,51.79,12,26,0.6,0,Very satisfied with my purchase.,2025-05-08,1605.49,19265.88,18.32,327,11.072344827586207,0
8340,35,0,1,35760,33,25,31.26,9,25,0.12,0,Excellent customer service.,2025-08-27,781.5,7033.5,17.764,216,7.169724770642202,0
8341,63,1,5,54830,22,23,38.89,9,12,0.69,0,"Great experience, will shop again!",2025-07-07,894.47,8050.2300000000005,8.492999999999999,267,8.206146788990825,0
8342,43,0,9,55934,30,17,45.38,6,25,0.99,0,Very satisfied with my purchase.,2025-10-20,771.46,4628.76,17.503,162,10.567945205479452,0
8343,32,0,0,71653,15,26,38.26,11,20,0.56,0,Very satisfied with my purchase.,2025-06-02,994.76,10942.36,14.132,302,7.479398496240601,0
8344,63,1,0,90868,78,42,57.82,15,1,0.78,0,The website is easy to use.,2025-08-12,2428.44,36426.6,0.7659999999999999,231,13.416795580110497,2
8345,36,1,9,110824,92,35,70.45,9,11,0.89,0,The website is easy to use.,2025-08-20,2465.75,22191.75,7.733,223,22.621559633027523,2
8346,45,1,8,70035,36,37,42.77,14,18,0.5,0,Excellent customer service.,2025-05-24,1582.49,22154.86,12.75,311,9.363846153846154,0
8347,43,1,1,71379,62,17,48.77,3,2,0.49,0,Love the products and fast shipping.,2025-08-31,829.09,2487.27,1.553,212,22.40783783783784,1
8348,44,1,2,41802,9,14,27.61,5,22,0.29,0,"Great experience, will shop again!",2025-06-05,386.53999999999996,1932.6999999999998,15.612999999999998,299,6.336721311475409,0
8349,24,1,8,149252,32,16,62.17,3,22,0.67,0,The website is easy to use.,2025-05-02,994.72,2984.16,15.498999999999999,333,26.884324324324325,0
8350,63,0,5,24147,42,19,29.51,6,27,0.2,0,The website is easy to use.,2025-06-01,560.69,3364.1400000000003,19.139999999999997,303,7.68068493150685,1
8351,33,0,5,32120,95,29,38.67,9,28,0.63,0,Excellent customer service.,2025-08-10,1121.43,10092.87,19.711,233,10.288348623853212,2
8352,60,0,7,55429,88,41,48.95,14,20,0.86,0,Good quality and value for money.,2025-08-08,2006.95,28097.3,14.042,235,11.875443786982249,2
8353,29,1,2,87160,42,13,38.55,2,4,0.14,0,Good quality and value for money.,2025-10-06,501.15,1002.3,3.058,176,20.046,1
8354,53,1,9,99343,73,26,49.24,7,20,0.64,0,Excellent customer service.,2025-10-27,1280.24,8961.68,14.108,155,15.06164705882353,2
8355,28,0,3,79934,59,11,38.66,1,18,0.08,0,Very satisfied with my purchase.,2025-06-14,425.26,425.26,12.876,290,32.71230769230769,1
8356,42,1,6,86585,100,15,60.99,0,29,0.36,0,Very satisfied with my purchase.,2025-07-04,914.85,0.0,20.491999999999997,270,914.85,2
8357,65,1,7,60721,30,30,32.22,12,14,0.55,0,The website is easy to use.,2025-05-08,966.5999999999999,11599.199999999999,9.934999999999999,327,6.666206896551723,0
8358,59,0,1,60561,63,18,46.44,4,18,0.01,0,Good quality and value for money.,2025-09-08,835.92,3343.68,12.897,204,17.059591836734693,1
8359,37,1,5,43586,77,33,35.63,11,21,0.42,0,The website is easy to use.,2025-10-11,1175.7900000000002,12933.690000000002,14.873999999999999,171,8.840526315789475,2
8360,42,0,6,52969,12,27,38.23,12,14,0.68,1,"Poor quality, item broke after a week.",2024-12-30,1032.2099999999998,12386.519999999997,9.895999999999999,456,7.118689655172412,0
8361,36,1,9,73467,76,14,50.99,1,22,0.13,0,"Great experience, will shop again!",2025-05-12,713.86,713.86,15.660999999999998,323,54.91230769230769,2
8362,62,0,8,98521,89,36,54.25,10,2,0.2,0,Very satisfied with my purchase.,2025-08-05,1953.0,19530.0,1.64,238,16.140495867768596,2
8363,36,0,9,114007,15,19,45.91,5,18,0.82,0,The website is easy to use.,2025-08-31,872.29,4361.45,12.654,212,14.29983606557377,0
8364,30,1,0,140197,22,13,61.69,2,20,0.8,0,Love the products and fast shipping.,2025-05-24,801.97,1603.94,14.06,311,32.0788,0
8365,53,1,2,55729,73,35,47.17,11,3,0.5,0,"Great experience, will shop again!",2025-10-03,1650.95,18160.45,2.2499999999999996,179,12.413157894736843,2
8366,34,0,1,57427,10,9,29.45,2,17,0.36,0,Good quality and value for money.,2025-09-24,265.05,530.1,12.091999999999999,188,10.602,0
8367,29,0,9,145580,66,18,55.02,1,15,0.67,0,The website is easy to use.,2025-10-10,990.36,990.36,10.599,172,76.18153846153847,1
8368,42,1,5,38615,12,26,22.9,11,16,0.31,0,"Great experience, will shop again!",2025-06-16,595.4,6549.4,11.407,288,4.476691729323308,0
8369,53,1,9,169171,4,38,50.27,14,9,0.64,0,The website is easy to use.,2025-08-03,1910.2600000000002,26743.640000000003,6.4079999999999995,240,11.303313609467457,0
8370,23,0,8,49334,50,9,34.89,1,2,0.03,1,"Poor quality, item broke after a week.",2025-02-09,314.01,314.01,1.6909999999999998,415,24.154615384615383,1
8371,62,1,6,50643,9,29,35.83,13,24,0.77,0,Love the products and fast shipping.,2025-08-18,1039.07,13507.91,16.868999999999996,225,6.61828025477707,0
8372,39,1,0,111441,52,17,51.8,3,5,0.11,0,Very satisfied with my purchase.,2025-07-16,880.5999999999999,2641.7999999999997,3.767,258,23.799999999999997,1
8373,59,0,4,83181,91,36,49.21,12,23,0.63,0,The website is easy to use.,2025-10-10,1771.56,21258.72,16.211,172,12.217655172413792,2
8374,43,0,2,141485,8,29,40.9,10,6,0.4,0,The website is easy to use.,2025-08-31,1186.1,11861.0,4.379999999999999,212,9.802479338842975,0
8375,24,0,9,140723,17,14,44.09,2,22,0.57,0,Love the products and fast shipping.,2025-07-09,617.26,1234.52,15.528999999999998,265,24.6904,0
8376,69,0,1,60781,91,18,45.05,3,17,0.33,0,The website is easy to use.,2025-08-17,810.9,2432.7,12.100999999999999,226,21.916216216216217,2
